title,review_value,n_user_reviews,reviewer_name,reviewer_country,date_of_review,review_text,aircraft,traveller_type,seat_type,route,date_flown,seat_comfort_rating,cabin_staff_service_rating,food_and_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommendation,clean_review_text,clean_title,review_luggage_seats,review_time_delays,review_food_bev_crew,title_money_value,title_staff_delays
Germanwings customer review,,,J Nieminen,Finland,2013-12-06,"We had bought Germanwings tickets from Helsinki to Berlin (and back) and departure should have been on December 6th 2013. However the flight was cancelled due to ""adverse weather conditions"" (other airlines were flying to Berling that day though). We didn't get any notification about cancellation by email sms or other means. At the airport there was nobody helping us to sort this out. Some ladies gave A4 prints with this kind of message to annoyed passengers: ""If you want to rebook your flight onto another date within the next seven days or you wish to receive a refund please refer to www.germanwings.com to cancel or change your booking without any additional cost"". At the Lufthansa desk everybody was just raising their hands and telling us that they can't re-route us to Lufthansa flights because our tickets were bought from the Germanwings website. Instead they could have sold us new tickets for Lufthansa costing almost thousand euros per person! The next Germanwings flight wasn't leaving until the day after tomorrow so it wasn't any solution. So in the case of flight cancellation this company won't take you to the destination at its own cost as other airlines do.",,,Economy Class,,,0.0,1.0,0.0,0.0,,1.0,no, buy ticket helsinki berlin departure december cancel adverse weather condition airline e berling day didn notification cancellation email sm mean airport help sort lady give print kind message annoyed passenger want rebook date day wish receive refund refer www com cancel change booking additional cost lufthansa desk everybody raise hand tell route lufthansa ticket buy website sell new ticket lufthansa cost euro person wasn leave day tomorrow wasn solution case cancellation company win destination cost airline, customer,0.0,0.9836152195930481,0.0,0.5965273976325989,0.4034726023674011
Germanwings customer review,9.0,,Gordon Kift,United Kingdom,2013-12-02,Flew from Birmingham to Berlin on 5 day winter break. Could not fault timeliness and having booked the smart price seating we were very impressed with leg room available. Plus the plane was very clean and gave a light and airy feeling. The food on offer was not very original with the same on offer outbound and inbound however people must remember that these are budget flights and for the money paid everything from check in through inflight was excellent. We would have no hesitation in using this company again and will be recommending them to friends and family.,,,Economy Class,,,5.0,4.0,3.0,0.0,,5.0,yes, fly birmingham berlin day winter break fault timeliness have book smart price seating impressed leg room available plane clean give light airy feel food offer original offer outbound inbound people remember budget money pay check excellent hesitation company recommend friend family, customer,0.02124275267124176,0.5269159078598022,0.4518413543701172,0.5965331196784973,0.4034668207168579
Germanwings customer review,,,Elizabeth Hoddy,United Kingdom,2013-12-02,"I am a regular customer of Germanwings and up until now have had no complaints. However a few weeks ago I was informed that my flights to and from London Stansted to Cologne from 10/12 to 18/12 had been changed to the evening flight due to what they called ""operative"" reasons. I'm sure it was over-booking. I was extremely angry. I had booked my flight well in advance and was forced to pay a £5 fine to change my coach trip from London to Stansted and back. If it happens one more time I shall never use the airline again.",,,Economy Class,,,0.0,0.0,0.0,0.0,,0.0,no, regular customer complaint week inform london stanste cologne change evening call operative reason sure book angry book advance force pay fine change coach trip london stanste happen time shall use airline, customer,0.0294837336987257,0.9464823007583618,0.024033939465880394,0.5965343117713928,0.40346571803092957
Germanwings customer review,4.0,,R Bakker,Netherlands,2013-11-18,"Budapest to Cologne. Ground staff were pleasant (was allowed to take extra bag without charge) boarding was fast and professional onboard the stewardesses were poorly trained in people management almost rude to passengers no interest whatsoever only talking amongst themselves. Upon leaving the plane she said goodbye whilst looking completely uninterested the other way! I did not feel welcome at all onboard. Captain was informative and nice we had to do a ""Go Around"" no problem all went well. We landed on time. All in all very disappointed with onboard flight attendants.",,,Economy Class,,,3.0,2.0,3.0,1.0,,3.0,no, budap cologne ground staff pleasant allow extra bag charge boarding fast professional stewardess train people management rude passenger interest talk leave plane say goodbye look uninterested way feel welcome captain informative nice problem go land time disappointed attendant, customer,0.02905166894197464,0.9492471814155579,0.02170109562575817,0.5964488387107849,0.4035511612892151
Germanwings customer review,9.0,,G Tornabene,United Kingdom,2013-10-22,Flew return from Heathrow to Koln on the 15th and 17th October and both flights left a very good impression. On the flight out of Heathrow the ground staff advised about a 10/15 minute delay due to the late arrival of the inbound flight once seated the captain advised that he would make up time and we would still be able to arrive on time which we did so all was good. The inflight service was good and efficient as one would expect from a German based company. The seats in the Smart section were comfortable and had plenty of leg room. The ground staff in the UK were efficient however one of the check staff in Koln was rather much too strict in not letting us check in at her desk even though we were the only ones checking in at the time. As seasoned long haul travellers overall Germanwings as a low cost carrier have left a very good impression on my 2 colleagues and myself and I am sure that we will use and recommend this carrier again and again.,,,Economy Class,,,4.0,4.0,0.0,0.0,,5.0,yes, fly return heathrow koln october leave good impression heathrow ground staff advise minute delay late arrival inbound seat captain advise time able arrive time good service good efficient expect german base company seat smart section comfortable plenty leg room ground staff efficient check staff koln strict let check desk one check time season long haul traveller low cost carrier leave good impression colleague sure use recommend carrier, customer,0.9764437675476074,0.0,0.01406768150627613,0.5964653491973877,0.4035346508026123
Germanwings customer review,7.0,,H Roloff,Germany,2013-10-20,"Flight from Vienna to Cologne - VIE-CGN - on the standard A319 airbus. Using the smart price ""class"" (level) my wife and myself had comfortable seats and legroom for this trip of 1h10min. The snack box offered and its contents are just poor the only reason for paying the surcharge called ""smart price"" is preselected seating and one piece of checked in luggage. The general quality of service is acceptable - friendly crew efficient service clean planes plus the feeling of safety/security you buy in a plane of the Lufthansa group. But do not forget: it is still a low cost flight - as a long time Lufthansa frequent traveller I will never get accustomed to the fact that they try to charge £4.90 for a wine. No passenger bought any alcoholic beverage.",,,Economy Class,,,4.0,4.0,2.0,0.0,,4.0,yes, vienna cologne vie cgn standard airbus smart price class level wife comfortable seat legroom trip hmin snack box offer content poor reason pay surcharge call smart price preselecte seating piece check luggage general quality service acceptable friendly crew efficient service clean plane feeling safety security buy plane lufthansa group forget low cost long time lufthansa frequent traveller accustomed fact try charge wine passenger buy alcoholic beverage, customer,0.563042938709259,0.0,0.42713385820388794,0.5964053869247437,0.40359458327293396
Germanwings customer review,3.0,,H Mutschler,Germany,2013-09-29,CGN to FAO Cologne to Faro on an A320. Outbound flight a little late due to late arrival of aircraft. Flight was on a jetway but passengers had to use the stairs. Crew were nice and flight was full same on return flight from Faro. I had a smart price ticket so you should sit in row 4 to 14 with more legroom onward flight I was seated row 15 return row 23. As miles and more member in my profile they knew that I needed a lactose free meal but you only get a snack box (cheese sandwich/roll or chicken/salami sandwich/roll) but both are not with butter/margarine they all contain cream cheese as basic spread so I was not able to eat that. When the crew came around I was entitled to only one soft drink you have to pay for wine or a beer. Spirits not available at all. Since both flights were full and only 3 crew members were on board it was a hard job for them. They have less toilets compared to the old LH planes so we had only 2 toilets for almost 150 passengers on the return flight one WC was not serviceable.,,,Economy Class,,,2.0,3.0,1.0,2.0,,1.0,no, cgn fao cologne faro outbound little late arrival aircraft jetway passenger use stair crew nice return faro smart price ticket sit row legroom seat row return row mile member profile know need lactose free meal snack box cheese sandwich roll chicken salami sandwich roll butter margarine contain cream cheese basic spread able eat crew come entitle soft drink pay wine beer spirit available crew member board hard job toilet compare old plane toilet passenger return serviceable, customer,0.0,0.0,0.9843872785568237,0.5964831709861755,0.40351688861846924
Germanwings customer review,2.0,,P Wilkinson,United Kingdom,2013-09-26,Outbound the passengers were sent to gate clear we were considerably delayed but no information shared. Onboard the Captain informed us the cabin crew arrived late due to local motorway problems. However passengers had made it! The snacks offered were poor value for money. The crew disinterested. Return flight (my fault) I'd not included cabin baggage. The staff's manner of relaying this information was mocking and dismissive. The only positive is that the flight cost is reasonable. I'd avoid this airline if you want to be treated with respect.,,,Economy Class,,,3.0,2.0,2.0,1.0,,4.0,no, outbound passenger send gate clear delay information share captain inform cabin crew arrive local motorway problem passenger snack offer poor value money crew disintereste return fault include cabin baggage staff manner relay information mock dismissive positive cost reasonable avoid airline want treat respect, customer,0.013567700982093811,0.8760550618171692,0.11037726700305939,0.5964366793632507,0.40356338024139404
Germanwings customer review,3.0,,H Mutschler,Germany,2013-08-12,Flew over the weekend CGN-ZRH. Booked Lufthansa but got Germanwings due to LH changing operation in Europe to 4U. First leg was late over 40 minutes with no explanation done when the gate crew announced a 2nd delay of another 15-20 minutes due tyres had to be changed the gate was open to board. Take off was just after boarding so there was no tyre change. So no more Snacks and Drinks unless you pay for it. Bought muffin and coffee quality ok but you pay. Return flight was on time crew at gate much nicer. Cockpit gave information about the flight. Crew served beer for 3 Euros. Would that this flight would be LH again.,,,Economy Class,,,4.0,3.0,2.0,1.0,,3.0,no, fly weekend cgn book lufthansa get change operation europe leg minute explanation gate crew announce delay minute tyre change gate open board board tyre change snack drink pay buy muffin coffee quality pay return time crew gate nice cockpit give information crew serve beer euro, customer,0.015011180192232132,0.9064731597900391,0.07851565629243851,0.596484363079071,0.40351560711860657
Germanwings customer review,4.0,,R Christopher,United Kingdom,2013-08-04,29th July 2013 Flight 4U838 from Cologne to Bologna. Flight was the second of two that day with the same airline. Flight delayed 1 hour due to the late arrival of the inbound flight. Staff kept the passengers informed in a polite and professional manner. Boarding was orderly and sensibly managed. The cabin crew warmly welcomed the passengers. The flight had severe turbulence and the crew did little to allay the fears of passengers. The lady Pilot made a few semi-audible announcements and did seemed to be focused on making up for the delay. Disembarkation was chaotic as Italian passengers pushed to exit the flight. The cabin crew did nothing to try and control what could have been a dangerous situation. The fare was not the cheapest of fares on offer and due to the abrupt manner of the cabin crew on this flight my experience of Germanwings has been soured somewhat. I won't use Germanwings on this route again.,,,Economy Class,,,4.0,2.0,0.0,0.0,,2.0,no, cologne bologna second day airline delay hour late arrival inbound staff keep passenger inform polite professional manner boarding orderly manage cabin crew welcome passenger severe turbulence crew little allay fear passenger lady pilot semi audible announcement focus make delay disembarkation chaotic italian passenger push exit cabin crew try control dangerous situation fare cheap fare offer abrupt manner cabin crew experience sour win use route, customer,0.011356431990861893,0.17254287004470825,0.8161006569862366,0.5965204238891602,0.40347954630851746
Germanwings customer review,8.0,,R Christopher,United Kingdom,2013-08-04,29th July 2013. London Heathrow to Cologne flight 4U461. I checked in online for the flight as instructed on their website and then went to the airport ‘bag drop. The queue was very long and only one lady was in charge of the entire queue. She understandably looked stressed. Flight was on an A319 and the seats were comfortable enough for a short trip. A snack was offered for sale as this airline is a Budget airline but one which allows for through baggage. I picked this airline for my trip down to Italy partly based on price and partly based on the reputation of being the best of the lower price airlines. The captain was informative and the crew seemed to be pleasant and very well turned out indeed. During quite bad turbulence not enough was done to calm the fears of passengers. Arrival into Cologne was a pleasure and the modern and friendly airport made for a good stop over on my way to Italy. I shall report my next flight in more detail in a separate report.,,,Economy Class,,,4.0,5.0,3.0,0.0,,4.0,yes, london heathrow cologne check online instruct website go airport bag drop queue long lady charge entire queue look stress seat comfortable short trip snack offer sale airline budget airline allow baggage pick airline trip italy base price base reputation good low price airline captain informative crew pleasant turn bad turbulence calm fear passenger arrival cologne pleasure modern friendly airport good stop way italy shall report detail separate report, customer,0.9490496516227722,0.025310030207037926,0.025640318170189857,0.5965209007263184,0.40347912907600403
Germanwings customer review,7.0,,S Ptctan,Germany,2013-07-01,BRE-STR. Normal LCC. Staff friendly prices on board ok plane clean. Travelled with hand luggage only which was not weighed.,,,Economy Class,,,3.0,4.0,1.0,1.0,,4.0,yes, str normal lcc staff friendly price board plane clean travel hand luggage weigh, customer,0.6450271606445312,0.04028033837676048,0.31469252705574036,0.5965120196342468,0.4034879803657532
Germanwings customer review,9.0,,Giannicola Bonora,Italy,2013-06-28,Flown Verona to Cologne connecting to Manchester. I think this airline deserves its 3-star status. It's peculiar as a low-cost airline as it offers connecting flights though prices average double compared to the cheapest point to point options. The space for legs on a Standard A319 is the best I've found in the last 6 years of low- cost travelling. Personnel look professional throughout. Onboard prices quite competitive for euro nationals. I will definitely fly with them if I need to go to Germany in future.,,,Economy Class,,,5.0,5.0,4.0,0.0,,3.0,yes, fly verona cologne connect manchester think airline deserve star status peculiar low cost airline offer connect price average double compare cheap point point option space leg standard good find year low cost travel personnel look professional price competitive euro national need germany future, customer,0.9612488746643066,0.016844017431139946,0.02190711908042431,0.5964508652687073,0.40354910492897034
Germanwings customer review,2.0,,Joerg Boese,Germany,2013-06-25,Hamburg-Nuremberg-Hamburg. Outbound flight 40 minutes late due to technical problems with the reservation system. Most web check-ins had been deleted and boarding cards had to be reassigned at the gate. Horrible seating. Inbound flight was 70 minutes late due to 'problems all day long' as the captain mentioned. Slightly better seating (older seats). Anyway if Lufthansa stakes their salvation on this airline they must have lost their mind. I am a Senator with LH but except Lounge access there are no advantages.,,,Economy Class,,,1.0,3.0,0.0,0.0,,2.0,no, hamburg nuremberg hamburg outbound minute technical problem reservation system web check in delete board card reassign gate horrible seating inbound minute problem day captain mention seat old seat lufthansa stake salvation airline lose mind senator lounge access advantage, customer,0.02067389339208603,0.9591003060340881,0.020225778222084045,0.5965121984481812,0.40348780155181885
Germanwings customer review,2.0,,L Frerichs,Germany,2013-06-03,FTL-M&M Frequent flyer status. I can't believe LH will put their name to this. No priority check-in. As silver or gold member you are waiting together with Economy passengers. This took an hour both ways on my round-trip from HAM-VIE. With LH or another Star Alliance partner this takes less than 10 minutes especially for FTL or GOLD. There was an error on my ticket. Ticket counter could not help but kept the ticket and I could not use the check- machine for reprinting the ticket. Again 40 minutes waiting at check-in. Check-in opens 2 hours before departure in VIE. Check-in is located so far away from LH you won't believe it. Germanwings is departing from Gates where there are no Lounges. No priority check-in at VIE airport either. As FTL you have privileges when booking and choosing the seat. Reservations from row 1 are possible. The check-in procedure and amenities are awful. Next time I will choose a star alliance partner for sure.,,,Economy Class,,,4.0,3.0,2.0,0.0,,2.0,no, ftl frequent status believe priority check silver gold member wait economy passenger take hour way round trip ham vie star alliance partner take minute ftl gold error ticket ticket counter help keep ticket use check machine reprint ticket minute wait check check open hour departure vie check locate win believe depart gate lounge priority check airport ftl privilege book choose seat reservation row possible check procedure amenity awful time choose star alliance partner sure, customer,0.4176131784915924,0.5737463235855103,0.0,0.5964798927307129,0.4035200774669647
Germanwings customer review,9.0,,Margaret Houghton,United Kingdom,2013-05-31,We have just returned from Cologne to Manchester using Germanwings - we were very impressed - we have frequently used other cheap airlines and if you want more pay more! You can check in on line 72 hours before travelling and can select seats free of charge. The only criticism is that you can't check in for return at the same time as you can with other airlines - that means unless you have access to a printer while away you are assigned seats at the airport for the return journey.,,,Economy Class,,,4.0,4.0,0.0,0.0,,5.0,yes, return cologne manchester impressed cheap airline want pay check line hour travel select seat free charge criticism check return time airline mean access printer assign seat airport return journey, customer,0.03198890760540962,0.9337114691734314,0.03429960459470749,0.5964744687080383,0.40352553129196167
Germanwings customer review,,,S P Jones,United Kingdom,2013-05-30,"SPU-DTM.30th May 2013. 08.20 Departure. Flight arrived in from Cologne on time. Upon boarding the return leg to Dortmund the senior male cabin crew member stood at the forward door and did not acknowledge any of his passengers when we boarded. Not a Good Morning or Hello or even the slightest hint of a smile. After Take Off the racket of banging galley doors continued throughout the flight! The senior male cabin crew member commenced service from the front of the cabin by himself I was clearly travelling on my own astonishingly his inflight service statement was ""und Sie"" (and you)! Not what would I like to drink or would I like a Cheese or Ham sandwich? Not even a smile and showing No enthusiasm! Upon leaving the aircraft I didn't expect a Goodbye and of course didn't receive One. Poor customer service.",,,Economy Class,,,5.0,1.0,3.0,0.0,,3.0,no, departure arrive cologne time board return leg dortmund senior male cabin crew member stand forward door acknowledge passenger board good morning slight hint smile racket bang galley door continue senior male cabin crew member commence service cabin travel service statement und sie like drink like cheese ham sandwich smile show enthusiasm leave aircraft didn expect goodbye course didn receive poor customer service, customer,0.9028209447860718,0.010787093080580235,0.08639194816350937,0.5964824557304382,0.403517484664917
Germanwings customer review,4.0,,Vincent Sweeney,United Kingdom,2013-05-20,Travelled from Manchester to Vienna with a 3 hour stop over in Koln/Bonn. First flight was good with an on time departure reasonably friendly cabin crew staff and a decent and comfortable journey. However from our stop in Koln/Bonn the trip deteriorated. We were segregated into a small area of the airport with very little to do see or even eat/shop. The second flight was 45 minutes late and had some of the most miserable cabin staff I have ever experienced. I wasn't even offer a drink to purchase. I would rate Germanwings as very average and certainly not what I would expect from a German carrier.,,,Economy Class,,,4.0,2.0,2.0,0.0,,3.0,no, travel manchester vienna hour stop koln bonn good time departure friendly cabin crew staff decent comfortable journey stop koln bonn trip deteriorate segregate small area airport little eat shop second minute miserable cabin staff experience wasn offer drink purchase rate average expect german carrier, customer,0.01635417714715004,0.036572299897670746,0.9470735192298889,0.5964329838752747,0.40356704592704773
Germanwings customer review,6.0,,V Ladhani,Germany,2013-04-17,HAM-STR. Ground staff at Hamburg were pleasant and everything was swift on ground. A319 aircraft on this route was nearly 50% full. Legroom is acceptable and enough information was given by captain. Aircraft landed 5 minutes late and I had a tight connection for further travel by train. I had checked in a piece of luggage and feared that I miss my train connection but luggage arrive on belts in Stuttgart airport very quickly and I did make my connection. Snacks and drinks onboard are very expensive. All in all a good experience for the price paid.,,,Economy Class,,,4.0,3.0,0.0,0.0,,3.0,yes, ham str ground staff hamburg pleasant swift ground aircraft route legroom acceptable information give captain aircraft land minute tight connection travel train check piece luggage fear miss train connection luggage arrive belt stuttgart airport connection snack drink expensive good experience price pay, customer,0.6105147004127502,0.36727774143218994,0.02220756746828556,0.5964487791061401,0.4035511910915375
Germanwings customer review,10.0,,Sharen Trebacz,United Kingdom,2013-04-16,Flew to Cologne from LHR on 29th March 2013 and back on 1st April 2013 and I have to say Germanwings were fantastic. The aircraft was comfortable and the staff friendly and cheerful. We were delayed taking off (through no fault of Germanwings) but we made up time. On the return journey we took off on time and landed on time. Would definitely fly with Germanwings again.,,,Economy Class,,,4.0,5.0,0.0,0.0,,5.0,yes, fly cologne lhr march april fantastic aircraft comfortable staff friendly cheerful delay take fault time return journey take time land time, customer,0.03704146295785904,0.8325618505477905,0.13039672374725342,0.5964791774749756,0.4035208523273468
Germanwings customer review,6.0,,P Knap,Germany,2013-02-18,"CGN-TXL A319. Evening service after Cologne Carnival parade. Lots of passengers and even captain disguised accordingly. Boarding delayed due to late arrival from previous flight but crew managed to catch up: departure on time arrival 10 min early. Crew quite neutral whereas Captain made funny announcements in view of the carnival. Seat comfort is okay for such a short hop. Only buy-on-board program with relatively high pricing compared to quantity of products - so I opted for nothing. Germanwings is low cost and you practically pay for everything you want extra besides the seat. Germanwings has taken over complete service from Lufthansa on that particular route. Being Star Alliance Silver/FTL at Lufthansa means nothing if you fly on Germanwings (a 100% Lufthansa subsidiary). Some weeks ago in 2012 when LH still served the sector FTLs were allowed to use the LH business lounge. Now they offer you lounge access for ""an insignificant fee of"" 25 € - what a joke!",,,Economy Class,,,3.0,4.0,0.0,1.0,,3.0,yes, txl evening service cologne carnival parade lot passenger captain disguise board delay late arrival previous crew manage catch departure time arrival min early crew neutral captain funny announcement view carnival seat comfort okay short hop buy board program high pricing compare quantity product opt low cost pay want extra seat take complete service lufthansa particular route star alliance silver ftl lufthansa mean lufthansa subsidiary week serve sector ftls allow use business lounge offer lounge access insignificant fee joke, customer,0.0,0.22194217145442963,0.7688029408454895,0.5964629054069519,0.4035371243953705
Germanwings customer review,2.0,,C Zacher,Germany,2013-02-07,Booked Lufthansa flight Cologne-Berlin on 28 Jan. On 2 Jan I got the information that the flight was operated by Germanwings a German low-cost carrier. So was the flight. Low cost: 1 hrs delayed for my beer I had to pay in Euros - cash. Lounge use was denied as the flight was operated under 4U code. No service for a high Lufthansa price. Not recommended very disappointed.,,,Economy Class,,,2.0,2.0,1.0,2.0,,1.0,no, book lufthansa cologne berlin jan get information operate german low cost carrier low cost hrs delay beer pay euro cash lounge use deny operate code service high lufthansa price recommend disappointed, customer,0.023157857358455658,0.025423428043723106,0.9514187574386597,0.5965150594711304,0.40348491072654724
Germanwings customer review,1.0,,Michael Hartley-Holthuysen,Germany,2013-02-02,Sad affair on a flight from Treviso to Cologne. Due to non-availability of ILS landing at Treviso plane had to land at Venice airport 50 km away. At no time did the ground crew provide any information and simply carted us like cattle through the Italian countryside. Left us wait on the apron of Venice airport - without water or information. Terrible flight - without any customer service whatsoever.,,,Economy Class,,,3.0,1.0,3.0,1.0,,3.0,no, sad affair treviso cologne non availability ils landing treviso plane land venice airport time ground crew provide information cart cattle italian countryside leave wait apron venice airport water information terrible customer service, customer,0.018573462963104248,0.09630163758993149,0.885124921798706,0.5965036749839783,0.40349632501602173
Germanwings customer review,3.0,,Pelan Ray,United Kingdom,2012-12-20,Flew back from Cologne on the 10th December - flight returned after 20 minutes due to technical faults - attempted to re-board 2 hours and 10 minutes after original flight time but was told catering being loaded onto replacement thus further delay meaning flight delayed to 3 hrs 15 mins. No complaint forms as promised no non EU passenger cards given. Not a budget airline at £327 for 2 return tickets from LHR best avoided the rep in Cologne treated the whole episode as a joke.,,,Economy Class,,,3.0,1.0,0.0,0.0,,2.0,no, fly cologne december return minute technical fault attempt board hour minute original time tell cater load replacement delay mean delay hrs min complaint form promise passenger card give budget airline return ticket lhr avoid rep cologne treat episode joke, customer,0.014363955706357956,0.9702785611152649,0.015357442200183868,0.5965104103088379,0.4034896492958069
Germanwings customer review,,,Pelan Ray,United Kingdom,2012-12-20,Flew to Cologne from LHR - return flight had to be diverted back to Cologne due to technical difficulties - over 2 hours after the original departure time we were told to embark after which having endured a 15 minute wait on an unmanned bus in minus 6 degrees we were told the replacement flight was delayed for catering to be loaded. Eventually left 3 hrs 15 mins late. Promised complaint forms never materialised. Will avoid this airline in future at all costs and at £327 for 2 hardly a budget price.,,,Economy Class,,,4.0,1.0,0.0,0.0,,2.0,no, fly cologne lhr return divert cologne technical difficulty hour original departure time tell embark have endure minute wait unmanned bus minus degree tell replacement delay catering load leave hrs min promise complaint form materialise avoid airline future cost budget price, customer,0.015482641756534576,0.9694612622261047,0.015056094154715538,0.5965253114700317,0.40347474813461304
Germanwings customer review,5.0,,M Jerman,United Kingdom,2012-12-19,STN-CGN. Delayed 30 minutes with no reason or apology given. Flight completely full with boarding well organised if somewhat slow. Due to high load locker space at premium so some passengers ended up sitting with big trolley bags under the aisle seat blocking the other passengers' exit. This went unnoticed and/or challenged by the cabin crew. Leg room poor towards the rear seats reasonable comfortable. Crew not very polite at all impossible to get smile out of them but reasonable efficient. Didn't buy anything from their menu prices seamed reasonable. The only reason I would recommend Germanwings is if the ticket is cheap and due to the fact you can collect miles for LH Miles and More programme.,,,Economy Class,,,3.0,3.0,0.0,0.0,,3.0,yes, delay minute reason apology give board organised slow high load locker space premium passenger end sit big trolley bag aisle seat block passenger exit go unnoticed challenge cabin crew leg room poor rear seat reasonable comfortable crew polite impossible smile reasonable efficient didn buy menu price seam reasonable reason recommend ticket cheap fact collect mile mile programme, customer,0.012293901294469833,0.012197710573673248,0.9755083918571472,0.596526563167572,0.40347346663475037
Germanwings customer review,5.0,,A Hicks,Germany,2012-12-18,On a recent trip from Stuttgart to Stansted I had the window seat in a row which was also occupied by a young mother and her four or five year old daughter. The minor took the seat next to me. Once we had achieved cruising altitude the mother produced an iPad from her bag and placed it on the table in front of the child. Then without the slightest consideration for their fellow passengers a Mickey Mouse movie was run with the soundtrack coming to all in earshot over the speakers. Since it was a reasonably short flight I plugged my own headphones in a did my best to ignore the cartoon. Now that such technology is available I think it might be high time for Germanwings to regulate such behavior. Obviously a sense of social responsibility is no longer sufficient. Germanwings usually provides a decent service it would be a shame if they allow selfishly ignorant passengers to spoil it.,,,Economy Class,,,3.0,4.0,2.0,0.0,,4.0,yes, recent trip stuttgart stanste window seat row occupy young mother year old daughter minor take seat achieve cruising altitude mother produce ipad bag place table child slight consideration fellow passenger mickey mouse movie run soundtrack come earshot speaker short plug headphone good ignore cartoon technology available think high time regulate behavior sense social responsibility sufficient provide decent service shame allow ignorant passenger spoil, customer,0.0,0.0,0.9822708964347839,0.5964292883872986,0.40357065200805664
Germanwings customer review,8.0,,Karen Taylor,United Kingdom,2012-12-15,London Stansted to Stuttgart Germany. Return. More than satisfied with both legs of the flight. I expected an Easyjet type arrangement but GW are definitely better. Flight attendants were snarly though on outbound leg but it was only an hours trip. Food on board should be avoided though.,,,Economy Class,,,4.0,3.0,2.0,0.0,,4.0,yes, stanste stuttgart germany return satisfied leg expect easyjet type arrangement well attendant outbound leg hour trip food board avoid, customer,0.0326644629240036,0.9301722049713135,0.037163347005844116,0.5964019894599915,0.40359804034233093
Germanwings customer review,,,R Marchant,United Kingdom,2012-11-13,On the booking confirmation form downloaded from the Internet it states that it contains all the information about the flight. Except it doesn't tell you which terminal the flight leaves from or that they operate an online check-in service. This resulted in me going to terminal 5 along with a group of Germans (flying with another airline) being delayed for check in (at terminal 1) and eventually missing the flight. My own fault for not being obnoxious enough to push to the front of the queue. I then need to cancel my return flight and try to contact the call centre to get some assistance but all calls to the UK number are barred.,,,Economy Class,,,0.0,0.0,0.0,0.0,,1.0,no, booking confirmation form download internet state contain information doesn tell terminal leave operate online check service result go terminal group german e airline delay check terminal miss fault obnoxious push queue need cancel return try contact centre assistance call number bar, customer,0.8814809322357178,0.10436739772558212,0.014151724055409431,0.5964401364326477,0.4035598337650299
Germanwings customer review,5.0,,Nick Wilcock,United Kingdom,2012-10-21,LHR-CGN; CGN-LHR. Flight booked and paid for through Lufthansa. However if you are a LH Senator none of your privileges are available at London Airport if flying to Köln so was refused admittance to the Star Alliance Gold lounge in T1. Flight itself was chaos due to ground handling errors and late final figures but the in-flight service was OK if basic. Return leg from Köln was much better - able to use the Senator lounge and flight punctual. I loathe having to use Heathrow but there are few options if flying to Köln these days.,,,Economy Class,,,3.0,4.0,3.0,0.0,,4.0,yes, book pay lufthansa senator privilege available london airport e köln refuse admittance star alliance gold lounge chaos ground handling error late final figure service basic return leg köln able use senator lounge punctual loathe have use heathrow option e köln day, customer,0.9698359966278076,0.015796683728694916,0.01436733640730381,0.5965229868888855,0.4034769833087921
Germanwings customer review,5.0,,Jacqueline Matlock,Germany,2012-10-01,Flights to Dubrovnik Croatia on 9/22 and return to Stuttgart on 9/29/2012 were both greatly delayed without explanation. I flew with a companion on same fare and she was served a beverage and offered sandwich on return flight but I was told I could not have even water without a 3 Euro purchase because of my fare (a hotel package). The worst was that the first serving attendant did not even offer to sell me water. Access to information of our flight delay was not posted on Webpage in a timely manner and after midnight there was no information online for the flight. No information available at Stuttgart Airport while family waited from 11pm until 1am for our arrival. The scheduling for Stuttgart-Dubrovnik-Stuttgart should be reviewed and improved.,,,Economy Class,,,,,,,,1.0,no, dubrovnik croatia return stuttgart delay explanation fly companion fare serve beverage offer sandwich return tell water euro purchase fare hotel package bad serve attendant offer sell water access information delay post webpage timely manner midnight information information available stuttgart airport family wait arrival scheduling stuttgart dubrovnik stuttgart improve, customer,0.012441912665963173,0.9726868867874146,0.014871235005557537,0.5964791774749756,0.4035208821296692
Germanwings customer review,10.0,,Mark Simons,United Kingdom,2012-09-09,"LHR-CGN-LHR. An excellent flight for a business trip. Outbound arrived on the dot return 20 minutes early. Very polite staff comfortable ""best seat"" with baguette and drink included very clean aircraft good legroom too. One of the best short haul flights I have taken for quite some time.",,,Economy Class,,,,,,,,4.0,yes, excellent business trip arrive dot return minute polite staff comfortable good seat baguette drink include clean aircraft good legroom good short haul take time, customer,0.031591981649398804,0.029780738055706024,0.9386272430419922,0.5964632630348206,0.40353676676750183
Germanwings customer review,10.0,,Alexander Hart,United Kingdom,2012-08-05,For a low-cost airline I was naturally not expecting very much at all; however I was pleasantly surprised. For a slightly higher fee I could get significantly more legroom (more than that on British Airways) seat preference choice (unlike most budget airlines) and food. The collective deal was well worth the price. I would recommend this airline.,,,Economy Class,,,,,,,,4.0,yes, low cost airline expect surprised high fee legroom british airway seat preference choice budget airline food collective deal worth price recommend airline, customer,0.029021810740232468,0.02863444574177265,0.9423437714576721,0.5964739918708801,0.4035260081291199
